,V1,V2
X202834_30,1.999998811,2
X202834_32,1.884763303,1
X202836_30,1.994575018,1.483870968
X202836_42,1.999999458,1.993155994
X202850_8,1.998934431,1.99974615
X202850_37,1.986175776,1.998617372
X202853_50,1.843302071,1.994728732
X202854_60,1.905815945,1
X202857_5,1.238095238,1.951740637
X202857_15,1.999998576,2
X202858_49,1.948525889,NA
X202858_54,1.998994286,NA
X202860_10,2,NA
X202860_53,1.999996003,NA
X202861_9,1.967916465,NA
X202861_28,1.9763595,NA
X202865_17,1.999239756,1.999982014
X202866_31,1.568181818,NA
X202867_31,1.973228713,NA
X202868_25,1.404233171,1.986560042
X202868_38,1.935021668,1.992909113
X202868_59,1.995137952,1.997163645
X202882_10,1.90017168,1.978551394
X202883_35,1.99714046,1.999991616
X202889_31,1.762759412,1
X202889_55,1.823590332,1.986560042
X202891_28,2,NA
X202891_33,1.956685308,1
X202891_34,1,1.988847014
X202891_52,1.999999991,NA
X202903_66,1.245901639,1.968880245
X202903_67,1.245901639,1.968880245
X202903_68,1.245901639,1.968880245
X202904_49,2,2
X202904_68,1.988789296,1.999938191
X202906_27,1.99988974,NA
X202911_48,1.241935484,1.973907226
X202911_57,1.241935484,1.973907226
X202915_17,1,1.881355932
X202918_50,1.999902972,1.999995504
X202920_26,1.668106852,1.968880245
X202931_31,1.999982806,1.771324864
X202931_48,1.999749707,1.999998336
X202931_67,1.983906218,1.893829401
X202932_28,1.994005644,1.985259063
X202933_61,1,1.788961039
X202933_63,1.999998913,2
X202939_25,1.999999809,2
X202942_53,1.99990845,1.999997748
X202944_45,1.936096469,1.973907226
X202944_66,1.982741185,1.994728732
X202947_37,1.805919275,1.99974615
X202952_47,1.85379035,NA
X202954_20,NA,1.918400258
X202956_58,1.94711917,NA
X202957_55,1.998092007,1.973907226
X202957_59,1.999625234,1.973907226
X202957_60,1.961288065,1.5
X202970_12,1.947681171,1.988139648
X202970_24,1.823590332,1.754237288
X202970_30,1.998603993,1.973907226
X202972_15,1.774550976,1.737704918
X202972_51,2,1.999999993
X202973_28,1.931740853,1.535714286
X202978_7,1.999841096,1.973907226
X202978_57,2,2
X202981_36,1.772648404,1.999982014
X202982_15,1.966992148,1.968880245
X202983_7,1.756202478,1.737704918
X202985_54,1.944592579,1.985259063
X202985_68,1.925037019,1.998617372
X202993_31,1.43907563,1.825791855
X202995_40,1.718385012,1.884057971
X202995_49,1.267857143,1.952821462
X203002_22,1.917447983,1.943800178
X203002_27,2,2
X203002_42,1.998934431,1.997712469
X203004_51,1.999774745,1.943800178
X203006_20,1.912132644,NA
X203006_47,1.936096469,NA
X203008_23,1.999982806,NA
X203008_35,1.772648404,NA
X203008_65,1.992266849,NA
X203009_6,1.761441091,NA
X203019_19,1.999998465,1.999999975
X203020_19,1.811772834,1
X203023_50,1.999999999,NA
X203024_33,1.681881939,1.868852459
X203028_52,1.661391076,NA
X203052_25,1.805919275,1.918400258
X203054_38,1.999809584,1.999997084
X203055_48,1.809159006,NA
X203060_22,1.603749418,1.985259063
X203061_55,1.766171286,NA
X203064_26,1.74331259,1.99804572
X203064_63,1.74331259,1.99804572
X203067_6,1.895059945,1.968880245
X203071_6,1.756202478,1
X203077_22,1.567772891,1.918400258
X203077_55,1.978044777,1.994788588
X203082_8,1.999729062,1.999999396
X203083_40,1.998780816,1.996889088
X203100_16,1.999987387,1.999999396
X203101_42,1.796611398,1.988139648
X203101_59,1.999999895,1.943800178
X203107_6,1.94711917,NA
X203109_55,1.772648404,NA
X203112_9,1,1.517241379
X203118_27,1,1.988847014
X203119_47,1.967504536,1
X203120_44,1.999973442,2
X203120_68,1.81769607,1.844897959
X203133_9,1.782864186,NA
X203136_14,1.578659371,1.789473684
X203138_20,NA,1.996813433
X203138_23,NA,1.941836735
X203138_40,1.911865283,1.844897959
X203138_43,1.918890782,1.844897959
X203138_49,NA,1.864361702
X203138_64,NA,1.941836735
X203140_46,1.999942725,1.999999919
X203142_17,1.994005644,1.999601493
X203142_49,1.409660107,1.737704918
X203142_55,1.974616866,1
X203145_45,1.736981111,1.517241379
X203148_19,1.928420119,1.998617372
X203148_54,1.958972507,1.737704918
X203148_61,1.958972507,1.737704918
X203151_46,1.999989231,1.999999998
X203153_31,1,1.99804572
X203155_11,1.953956175,1.935537649
X203155_47,1.805919275,1.99974615
X203161_46,1.782864186,1
X203163_40,1.817664038,1
X203167_52,1.724547264,1
X203169_22,1.995657659,1.941836735
X203169_44,1,1.941836735
X203173_62,1.999999909,1.998378491
X203181_29,1.999667785,1.999965887
X203183_13,1.970012379,1.996062048
X203183_14,1.983978621,1.996062048
X203193_12,1.999774745,1.999999849
X203193_30,1.999774745,1.999999849
X203193_57,1.999774745,1.999999849
X203202_26,1.561044547,NA
X203205_31,1.71084417,1.951740637
X203206_42,1.916479825,1.997163645
X203210_59,1.972818493,1.5
X203218_29,1.769389633,1.988847014
X203226_9,1.985015323,1.5
X203232_37,1.951266251,1.999895474
X203233_27,1.968877325,1.999351396
X203234_9,1.839242759,NA
X203234_11,1.999499268,NA
X203234_14,1.999499268,NA
X203240_16,1.938259416,1.893829401
X203248_34,1.905815945,1.992909113
X203252_20,1.832017487,1.771324864
X203253_35,2,NA
X203253_45,1.999993489,NA
X203253_47,1.972818493,NA
X203257_18,1.969061235,1.999997748
X203271_15,1.85970074,NA
X203271_45,1.85970074,NA
X203276_30,1.845216859,1.941836735
X203277_36,2,1.999999597
X203279_24,1.967916465,1.994728732
X203279_61,1.894418795,1.943800178
X203280_22,1.999999902,1.918400258
X203280_34,1.999999999,1.918400258
X203280_46,1.98136192,1.918400258
X203287_38,1.969061235,1
X203287_40,1.997077642,1.999351396
X203291_17,1.90017168,1
X203292_6,1.913788743,NA
X203292_8,1.868414398,NA
X203292_20,1.956685308,NA
X203294_36,1.964891789,1.994788588
X203297_29,1.661471861,1.893829401
X203302_22,1.848467182,NA
X203302_51,1.91360024,NA
X203303_61,1.945420495,NA
X203307_14,1.838151499,1.483870968
X203310_67,1.895059945,1.973907226
X203313_26,1.81769607,1
X203316_49,1.989871781,NA
X203317_33,1.988114883,2
X203317_68,1,1.951740637
X203322_30,1.999570138,1.999998742
X203322_62,1.267857143,1.517241379
X203326_6,1.991035583,1.998725234
X203326_10,1.953026774,1.999999819
X203339_14,1.365853659,1.941836735
X203343_46,1.996434922,1.988139648
X203347_42,1.749719922,NA
X203347_55,1.925037019,NA
X203350_19,1.876383428,1.754237288
X203350_55,1.641911443,1.997712469
X203351_50,1.928420119,1.868852459
X203351_54,1.724547264,1
X203361_54,1.999946582,NA
X203361_57,1.999999599,1.999999962
X203362_31,1.817664038,1
X203362_47,1.970012379,1.893829401
X203370_12,1.998423045,NA
X203371_8,1.999749707,1.999574589
X203371_62,1.263157895,1.825791855
X203376_35,1.953956175,1.881355932
X203376_36,1.965762284,1.994728732
X203376_47,1.805919275,1
X203378_9,1.818057456,1.555555556
X203382_43,1.99696435,1.999786267
X203383_44,1.999996245,1.999850824
X203384_15,1.999999065,NA
X203384_38,1.974826748,NA
X203384_48,1.962839486,NA
X203384_59,1.997152108,NA
X203388_57,1.769389633,1.906204906
X203389_40,1.997936869,1.999999993
X203393_14,NA,1.807127883
X203395_19,1.782864186,NA
X203395_37,1.999998811,NA
X203395_51,1.603749418,NA
X203395_59,1.696124558,NA
X203407_36,1.992119215,1.984273821
X203412_16,1.999999999,1.999999872
X203412_19,1.999999999,1.999999872
X203413_21,1,1.998378491
X203413_63,1.641911443,1.517241379
X203417_9,1.956616181,1.517241379
X203417_46,1.999810708,1.99999962
X203417_51,1.999996003,1.999994497
X203417_53,1.999994364,1.999982704
X203425_8,1.98136192,1
X203425_30,1.883036936,1.999999734
X203425_51,1.883036936,1.999999734
X203426_40,1,1.997163645
X203426_66,1.574651131,1.788961039
X203427_63,1.989358947,1.978551394
X203432_33,1.981238553,1.99999392
X203432_53,1.981238553,1.99999392
X203441_43,1.956592864,1.999999691
X203441_59,1.811772834,1.999905688
X203441_62,2,2
X203442_55,1.998873946,NA
X203444_47,1.85970074,1.997163645
X203444_57,1.472894078,1.982779275
X203445_50,1.996512845,NA
X203446_16,1.800105644,NA
X203446_44,1.800105644,NA
X203457_61,1.999935523,2
X203461_49,1.520723753,1.994728732
X203466_46,1.999999939,2
X203468_14,1.999660809,1.923344948
X203472_45,1.800105644,1
X203472_53,1.991839009,1
X203472_59,1.991839009,1
X203483_51,1.999968049,1.999999993
X203488_45,1.999999809,2
X203488_62,1.99973231,1.999932962
X203494_37,1.843302071,1.881355932
X203496_10,1.933394391,1
X203509_23,1.999999949,1.999999975
X203509_29,1.909721774,1.868852459
X203509_63,1.730725916,1.737704918
X203511_48,1.999669728,NA
X203511_49,1.999669728,NA
X203511_53,1.999927075,NA
X203524_39,1.894418795,NA
X203526_15,1.992418758,1.999999971
X203526_16,1.992418758,1.999999971
X203529_58,1.995657659,NA
X203531_47,1.999998977,2
X203531_56,1.654787708,1.6
X203537_36,1.999964175,1.999997084
X203543_58,1.999999998,2
X203545_17,1.959431651,1.999032198
X203545_21,1.789704851,1
X203549_55,1.769389633,1.999905688
X203549_64,1.936096469,1.990692114
X203573_63,2,2
X203577_37,1.999774745,1.999988321
X203579_60,1.999703561,1.893829401
X203582_8,NA,1.625
X203582_51,1.624375624,1.864361702
X203584_54,1.648295074,1.990692114
X203586_27,1.420952381,1.754237288
X203586_28,1.420952381,1.754237288
X203586_33,1.956592864,1.5
X203586_36,1.956592864,1.5
X203586_37,1.921261474,1.754237288
X203588_8,1.974616866,1.988139648
X203589_9,1,1.935537649
X203589_13,1.99976898,1.993155994
X203589_18,1.936096469,1.985259063
X203589_24,1.999929303,1.999997801
X203591_19,1.348837209,1.906204906
X203591_32,1.999569149,1.918400258
X203592_25,1.641911443,1.968880245
X203592_65,1.999996985,1.996889088
X203593_42,1.999999902,1
X203597_24,1.98380616,1.999997801
X203600_10,1.999999529,1.999999993
X203600_68,2,1.999999745
X203604_13,1.581683521,1.941836735
X203616_42,1,1.978962223
X203624_28,1.94711917,1.997560837
X203624_57,1.998576545,1.99999331
X203626_16,1.993401507,1.999958189
X203626_30,1.995137952,1.968880245
X203631_19,1.894418795,1
X203631_20,1.999975609,1.996062048
X203647_41,1.951266251,1.968880245
X203647_49,1.985015323,1.483870968
X203662_15,1.757907555,1.555555556
X203662_17,1.757907555,1.555555556
X203662_35,1.883970842,1.918400258
X203676_40,1.718385012,1.999995504
X203677_24,1.999935523,2
X203680_65,1.995109964,1.483870968
X203693_45,1.853644044,NA
X203694_35,1.995611275,1
X203694_40,1.988924369,1.999905688
X203696_14,1.871845752,1
X203709_41,1.999981293,1.996889088
X203709_49,1.999999994,1.999983788
X203709_58,1,1.737704918
X203711_49,1.404233171,1.737704918
X203719_11,1.864020638,1
X203719_21,1.823590332,1.771324864
X203719_64,1.997538479,1.906204906
X203727_38,1.994046337,1.959296469
X203727_49,1.989229856,1.959296469
X203730_66,1.994634159,2
X203732_5,1.877914172,NA
X203732_30,1.495705751,1.864361702
X203732_34,1,1.997560837
X203732_61,1.943862438,1.99999331
X203748_8,1.987958427,1.996062048
X203751_47,1.917447983,1.881355932
X203756_12,1.978044777,1.998156551
X203756_18,1.997752212,1.992626205
X203756_20,1.997752212,1.992626205
X203756_57,1.978044777,1.998156551
X203764_48,1.999999965,1.999351396
X203767_39,1.931740853,1.483870968
X203769_32,1.999685829,1.881355932
X203770_54,1.998177794,1.993155994
X203782_10,1.999999991,NA
X203782_14,2,NA
X203787_57,1.708716377,1.918400258
X203800_66,1.999809815,1.998900189
X203802_23,1.911865283,NA
X203804_52,1.794333968,1
X203808_63,1.724547264,1
X203819_37,1.999999954,NA
X203822_29,1.426829268,1.998378491
X203822_37,1.999999997,2
X203830_59,1.965762284,NA
X203833_66,1,1.959296469
X203834_11,1.541717824,1.996062048
X203849_25,1.782864186,1
X203850_30,1.962839486,1.999293133
X203854_58,1.85970074,1.992682512
X203856_38,1.999999998,2
X203856_47,1.946665082,1.807127883
X203859_13,1.495705751,1.893829401
X203859_24,1.972475869,1.893829401
X203859_34,1.999988994,1.999999891
X203859_37,1.998905572,1.999965887
X203866_5,1.998177794,1.999587571
X203868_10,1.984425696,NA
X203868_11,1.984425696,NA
X203868_27,1.990402781,NA
X203868_57,1.977452127,NA
X203870_14,1.848467182,1.99804572
X203871_16,1.999999967,2
X203871_29,1.71084417,1.968880245
X203871_56,1.603749418,1.737704918
X203873_18,1.999999929,2
X203873_25,1.999999929,2
X203877_45,1.696124558,1
X203889_18,1.796611398,NA
X203891_9,NA,1.535714286
X203895_6,1.783043745,1.864361702
X203901_33,1.736981111,1
X203902_27,1.999938132,1.99974615
X203903_14,2,1.999999993
X203903_17,2,1.999999993
X203906_13,1.999998648,1.986560042
X203907_68,1.794333968,1.737704918
X203913_10,1.724547264,1
X203923_37,2,NA
X203923_66,2,NA
X203924_29,1.78860604,1.868852459
X203924_64,1.999971816,1.868852459
X203927_20,1.999999983,2
X203930_7,1.541717824,1.737704918
X203935_49,1.999999995,1.993155994
X203936_30,2,1.999999919
X203936_38,1.982549002,1.737704918
X203940_26,1.823590332,1.943800178
X203947_59,1.97978811,1.999996045
X203949_19,1.838151499,1
X203951_8,1.993650181,1.997560837
X203953_34,1.970179071,NA
X203953_62,1.999062351,NA
X203954_8,1.644027589,1.999567779
X203954_26,1.999999731,1.984273821
X203954_38,1.999993339,1.994996216
X203954_39,1.999993339,1.994996216
X203954_45,1,1.984273821
X203954_51,1.999997624,1.994996216
X203955_37,1.883970842,NA
X203955_45,1.999999898,NA
X203955_58,1.883970842,NA
X203956_15,1.99999158,NA
X203956_66,1.99999158,NA
X203964_23,1.999993312,1
X203964_25,1.990544183,NA
X203964_56,1.974108139,NA
X203965_62,1.998494959,1.994728732
X203968_15,1.999882914,NA
X203968_50,1.999644416,NA
X203968_59,1.999463611,NA
X203975_33,1.999999998,2
X203975_36,1.999999998,2
X203979_27,1.698837394,NA
X203983_30,1.999894535,1.999999993
X203983_44,1.999894535,1.999351396
X203986_15,1.230769231,1.881355932
X203989_10,NA,1.6
X203989_51,NA,1.844897959
X203989_56,NA,1.997560837
X203989_64,NA,1.6
X203989_65,NA,1.999982014
X203989_66,NA,1.999995504
X203989_67,NA,1.978962223
X203993_19,1.936096469,1.952821462
X203993_65,1.999979407,1.999989616
X204001_57,1.999999911,2
X204006_11,1.999388125,1.999999999
X204006_35,1.445458496,1.918400258
X204006_37,1.999570138,1.999999849
X204008_56,1.999988003,1.999988135
X204009_7,1.999999934,1.999999745
X204010_15,1.921261474,1.968880245
X204015_49,1.995079767,1.999850824
X204023_26,1.999085599,NA
X204023_38,1.999195417,NA
X204023_66,1.999999283,NA
X204038_47,1.959772424,1.998487228
X204042_11,1.99999994,NA
X204042_67,1.999999734,NA
X204043_10,1.993252988,2
X204043_57,1.811772834,1.868852459
X204044_9,1.741736099,NA
X204044_64,1.939309866,1.988847014
X204045_12,1.824833378,1.989867485
X204045_46,1.972475869,1.788961039
X204045_59,1.288461538,1.906204906
X204048_24,1.986948413,1.999997176
X204048_34,1.535548505,1.903805497
X204049_63,1.999999947,2
X204051_26,1.910292026,1
X204051_66,1.999999615,2
X204052_57,1.915287385,NA
X204058_57,1.648295074,1.951740637
X204060_65,1.989845924,1.998617372
X204066_13,1.794333968,1.788961039
X204068_5,1.996468307,1.999905688
X204068_26,1.864020638,1.517241379
X204078_45,1.961288065,1.996889088
X204081_10,1.535548505,1.996889088
X204084_8,1.989196074,NA
X204084_21,1.968557344,NA
X204093_10,1.84758425,1.943800178
X204094_28,1.994046337,1.982779275
X204095_68,1.868414398,1.951740637
X204096_17,1.948525889,1
X204096_25,1.999273651,NA
X204096_30,2,NA
X204096_36,1.948525889,1.963109354
X204097_12,1.993401507,1.998617372
X204097_38,1.996033943,1.998617372
X204100_50,1.999907078,1.483870968
X204100_64,1.998934431,1.998617372
X204103_16,1.999898077,NA
X204103_33,1.973228713,NA
X204103_36,1.999999079,NA
X204110_13,2,2
X204110_47,2,2
X204113_44,1.978044777,1
X204115_58,1.999999996,2
X204115_59,1.999998648,2
X204122_52,1.978885884,1.999999235
X204124_12,1.964154952,1.517241379
X204124_45,1.999999918,2
X204124_47,1.981237072,1
X204125_9,1.589500861,1.906204906
X204133_25,2,NA
X204133_37,2,NA
X204139_24,NA,1.998900189
X204143_46,1,1.966400106
X204148_14,1.999999997,NA
X204157_45,1.999999918,2
X204162_17,1.999973709,1.999997801
X204162_27,1.848467182,1.998617372
X204165_63,1.999999999,2
X204166_40,1.99990471,1.5
X204169_18,1.959431651,1.972979961
X204174_24,1.951266251,1.999895474
X204180_63,1.998955686,2
X204184_30,1.409660107,1.517241379
X204184_48,1.999997423,1.999965887
X204197_67,1.839242759,1.517241379
X204201_38,1.841549541,1.994728732
X204201_56,1.769389633,1
X204201_58,1.932458636,1.985259063
X204203_10,1.999999822,NA
X204203_31,1.574651131,NA
X204218_27,1.953684597,1.999786267
X204218_57,1.998699231,1.999786267
X204218_58,1.971134059,1.884057971
X204218_65,1.588874402,1.884057971
X204219_9,1.999999996,NA
X204219_23,1.963675695,NA
X204219_26,1.698837394,NA
X204223_17,1.999933014,2
X204227_15,1.230769231,1.997712469
X204229_33,1.978285533,1.988139648
X204230_24,1,1.982779275
X204230_37,1,1.982779275
X204231_68,1.999999982,2
X204243_62,1.948525889,1.737704918
X204244_12,1.965811986,NA
X204244_23,1.965811986,NA
X204244_40,1.896018021,NA
X204247_5,1.903331734,1.996889088
X204247_30,1.989358947,1.985259063
X204248_53,1.999983477,1.999976822
X204248_65,1.999964175,1.999601493
X204249_13,1.999840054,1.999999975
X204253_7,2,NA
X204253_65,1.956685308,NA
X204258_35,1.999999844,1.999999999
X204260_38,1.982741185,1.988139648
X204261_37,1.85970074,NA
X204264_55,1.993913505,NA
X204264_60,1.558052434,NA
X204265_10,1.999998465,1.999999906
X204269_15,1.99990471,2
X204269_29,1.227272727,1.998617372
X204278_45,1.800105644,1.737704918
X204279_14,NA,1.999973923
X204286_27,1.596228202,1.992909113
X204286_30,1.696124558,1.992909113
X204286_55,1.452023988,1.825791855
X204286_58,1.789704851,1.999575078
X204289_13,1.884763303,NA
X204289_42,1.596228202,NA
X204289_51,1.603749418,NA
X204292_10,1.996512845,1.973907226
X204292_55,1.762759412,1.517241379
X204292_56,1.762759412,1.517241379
X204292_58,1.762759412,1.517241379
X204292_61,1.762759412,1.754237288
X204300_64,1.603749418,NA
X204303_10,1.838151499,1.978551394
X204303_31,1.999999997,2
X204304_21,1.999999885,2
X204304_32,1.999999885,2
X204304_37,1.858829625,1.943800178
X204304_62,1.668106852,1.973907226
X204310_7,1.978285533,1.737704918
X204310_55,1.880909574,1.868852459
X204316_51,1.696124558,1
X204323_42,1.736981111,1.996335048
X204328_7,1.945420495,NA
X204330_41,1.999997804,2
X204330_56,1.796611398,1.881355932
X204332_7,1.404233171,1.935537649
X204341_9,1.976732003,1.999938191
X204346_43,1.999999987,1.999999999
X204346_44,1.999984995,1.999884038
X204347_7,1.999996701,2
X204354_22,1.999999529,1.999983788
X204354_25,1.432868175,1.996889088
