,JPA_SP,JPA_AM,JTR_TC-II,JTR_GI,JTR_NI
X198005_17,1.702558398,1.370995923,1.311594203,1.2,1.337662338
X198005_58,1.125,1.312905173,1.166666667,1.50877193,1.749145591
X198007_40,1.596197267,1.615302361,1.2,1.181818182,1.337662338
X198012_13,1.111111111,1.046511628,1.2,1.222222222,1.368421053
X198012_40,1.201991465,1.275337267,1,1,1
X198012_59,1.305322129,1.180316051,1.2,1.222222222,1.67254902
X198021_36,1.105263158,1.199334252,1.2,1.222222222,1.2
X198021_55,1.105263158,1.162095372,1,1,1
X198025_6,1,1.213954706,NA,NA,NA
X198025_8,1.181818182,1.111801242,NA,NA,NA
X198025_22,1.337662338,1.057142857,NA,NA,NA
X198025_23,1.181818182,1.261589386,NA,NA,NA
X198025_25,1.181818182,1.168648735,NA,NA,NA
X198025_56,1,1.261589386,NA,NA,NA
X198025_64,1.181818182,1.261589386,NA,NA,NA
X198026_17,1.105263158,1.114175888,1,1,1.368421053
X198027_24,1.22459893,1.405189705,1.710615471,1.50877193,1.181818182
X198027_27,1.22459893,1.405189705,1.710615471,1.50877193,1.181818182
X198027_51,1,1.188123609,1,1.2,1.181818182
X198031_38,1.371713066,1.184461368,1,1,1
X198031_49,1.465749936,1.571058688,1.166666667,1.25,1
X198033_11,1.105263158,1.126166587,1.2,1,1
X198038_32,1.790739711,1.834812906,NA,NA,NA
X198038_57,1.790739711,1.834812906,NA,NA,NA
X198038_67,1.675606641,1.821176562,NA,NA,NA
X198046_9,1.339516129,1.040816327,1.181818182,1,1
X198046_45,1.125,1.260105806,1,1,1
X198052_21,1,1.125859334,NA,NA,NA
X198055_58,1.815544609,1.728643261,1.833333333,1.67032967,1.913312693
X198057_32,1.430589544,1.370004991,NA,NA,NA
X198057_47,1.790739711,1.862236859,NA,NA,NA
X198062_19,1.790739711,1.859342544,NA,NA,NA
X198062_65,1.777011494,1.524857599,NA,NA,NA
X198065_46,1.212698413,1.178102901,1,1.337662338,1
X198073_34,1.88667615,1.838912585,1.368421053,1.405228758,1.553921569
X198085_39,1.873943419,1.763952866,1.901656315,1.911538462,1.790299278
X198085_47,1.487752286,1.184660819,1.634763787,1,1.905882353
X198087_40,1.651218063,1.398602213,1.673957621,1.181818182,1.749145591
X198089_48,1.583843159,1.440986757,NA,NA,NA
X198089_49,1.846524357,1.826677432,NA,NA,NA
X198089_51,1.511818687,1.651369464,NA,NA,NA
X198089_68,1.45444262,1.635962013,NA,NA,NA
X198091_35,1.846524357,1.77084179,NA,NA,NA
X198091_45,1.846524357,1.77084179,NA,NA,NA
X198094_14,1.89706258,1.871713304,1.749145591,1.717234262,1.853588517
X198094_15,1.89706258,1.871713304,1.749145591,1.717234262,1.853588517
X198096_38,1,1.188123609,1.47012987,1.2,1
X198096_60,1.620816802,1.686807056,1.885030759,1.717234262,1.80861244
X198103_26,1.558176643,1.458190744,NA,NA,NA
X198103_57,1.321524064,1.152825711,NA,NA,NA
X198112_39,1.153846154,1,1,1,1.337662338
X198112_42,1.153846154,1,1.2,1,1.337662338
X198112_64,1.142857143,1,1.50877193,1.405228758,1.181818182
X198112_68,1.142857143,1,1.50877193,1.405228758,1.181818182
X198114_16,1.125,1.268564622,1.624148607,1.25,1.368421053
X198117_33,1.894773159,1.848809691,1.903622693,1.915084915,1.908496732
X198117_59,1.22459893,1,1.47012987,1,1.405228758
X198125_65,1.26984127,1.365182486,NA,NA,NA
X198125_67,1.26984127,1.365182486,NA,NA,NA
X198125_68,1.26984127,1.365182486,NA,NA,NA
X198126_32,1.465749936,1.419018892,NA,NA,NA
X198132_15,NA,NA,1.368421053,1,1.222222222
X198132_21,NA,NA,1.2,1,1.222222222
X198136_20,1,1.098101266,1.333333333,1.368421053,1
X198139_8,1.321524064,1.218280652,1.311594203,1.337662338,1
X198139_14,1.22459893,1.218280652,1,1.337662338,1
X198139_15,1.22459893,1.218280652,1,1.337662338,1
X198143_44,1.705982906,1.703703536,1.405228758,1.45,1
X198144_22,1.407692308,1.198120774,NA,NA,NA
X198148_10,1.22459893,1.116388374,1,1,1.2
X198152_47,1.252873563,1.165439641,1,1,1
X198152_49,1.133333333,1.126166587,1.166666667,1,1
X198154_34,1.573257468,1.425274057,1.166666667,1,1.181818182
X198157_15,1.651218063,1.499861751,1.710615471,1.2,1.80861244
X198158_51,1,1.111801242,NA,NA,NA
X198159_12,1.339516129,1.285325123,1,1,1
X198159_49,1.895856507,1.859342544,1.917647059,1.915084915,1.553921569
X198165_61,1.487752286,1.188123609,1,1,1
X198170_13,1.181818182,1.478463821,NA,NA,NA
X198170_19,1.581544771,1.470102028,NA,NA,NA
X198177_60,1.111111111,1.039215686,1.311594203,1,1
X198182_13,1.675606641,1.851972006,1.222222222,1,1
X198183_47,1.117647059,1.548978354,NA,NA,NA
X198185_16,1.779645191,1.827145721,1.710615471,1.553921569,1.790299278
X198185_31,1.389508531,1.329907344,1.710615471,1.917647059,1.624148607
X198194_19,1.111111111,1.147212147,1.436758893,1,1.47012987
X198194_24,1.111111111,1.147212147,1,1,1.181818182
X198194_39,1.596197267,1.599052962,1.772727273,1.80861244,1.581544771
X198194_62,1.212698413,1.392219787,1.634763787,1.749145591,1.581544771
X198197_18,1.790739711,1.880004509,1.885030759,1.917647059,1.903622693
X198198_33,1.846524357,1.857248054,1.901656315,1.885030759,1.909774436
X198198_55,1,1.040816327,1.166666667,1.181818182,1.337662338
X198205_33,1.252873563,1,1.436758893,1,1
X198214_39,1.22459893,1.335037919,1,1,1
X198218_28,1.647246941,1.687434663,NA,NA,NA
X198222_22,1.896103896,1.794094958,1.436758893,1.717234262,1.903622693
X198223_25,1.480976801,1.428925461,NA,NA,NA
X198223_41,1.567277167,1.299434287,NA,NA,NA
X198223_51,1.382173382,1.326147431,NA,NA,NA
X198228_22,1.359605911,1.285325123,1.2,2,1.222222222
X198228_31,1.675606641,1.832377872,1.2,1,1.2
X198228_36,1.675606641,1.832377872,1.2,1,1.2
X198228_41,1.675606641,1.832377872,1.368421053,1,1.2
X198228_46,1,1.052631579,1.368421053,1,1
X198228_48,1.538222952,1.618499971,1.883384933,2,1.624148607
X198228_57,1.538222952,1.365182486,1.50877193,1,1
X198232_10,1.237903226,1.838912585,1.717234262,1.923076923,1.845201238
X198232_12,1.851501669,1.702752074,1.337662338,1,1.368421053
X198232_15,1.430589544,1.116388374,1.2,1.45,1.368421053
X198235_26,1,1.051282051,1,1,1.47012987
X198235_38,1.22459893,1.318807508,1,1,1
X198239_5,1.181818182,1.213954706,NA,NA,NA
X198242_7,1.487752286,1.43927381,1,1.553921569,1.581544771
X198245_16,1.125,1.085523172,1.166666667,1.553921569,1.337662338
X198252_9,1.237903226,1.165439641,1,1,1
X198253_15,1.89706258,1.875407925,NA,NA,NA
X198253_49,1.846524357,1.880265476,NA,NA,NA
X198253_66,1.133333333,1.173513986,NA,NA,NA
X198253_67,1.133333333,1.115013169,NA,NA,NA
X198253_68,1.133333333,1.115013169,NA,NA,NA
X198254_23,1.642002442,1.536735395,1.673957621,1.93006993,1.673957621
X198257_15,1.647246941,1.603776562,1.222222222,1.25,1.581544771
X198262_26,1.2,1.066666667,1,1.607142857,1
X198264_37,1.538222952,1,1.47012987,1.845201238,1.222222222
X198268_11,1.84029304,1.746222331,NA,NA,NA
X198268_36,1.543948805,1.341139533,NA,NA,NA
X198268_38,1.26984127,1.143955276,NA,NA,NA
X198268_46,1.166666667,1.20980487,NA,NA,NA
X198268_50,1.864214047,1.746222331,NA,NA,NA
X198268_55,1,1.138961039,NA,NA,NA
X198284_39,1.111111111,1.078787879,1.166666667,1,1
X198286_19,1,1.134649209,NA,NA,NA
X198286_49,1.252873563,1.335037919,NA,NA,NA
X198288_37,1.237903226,1.128873,1.50877193,1.25,1.80861244
X198289_14,1.724512679,1.63926753,1.749145591,1.666666667,1.505494505
X198289_16,1.676125582,1.540184779,1.543948805,1.745454545,1.607142857
X198289_21,1.558176643,1.515187955,1.543948805,1.45,1
X198290_18,1.511818687,1.151635846,NA,NA,NA
X198290_59,1.511818687,1.155559669,NA,NA,NA
X198297_27,1.480976801,1.123571365,1.181818182,1.2,1
X198297_59,1.382173382,1.083733699,1.181818182,1,1
X198304_8,1.902222222,1.847769659,1.859683794,1.67254902,1.853588517
X198304_11,1.902222222,1.847769659,1.859683794,1.67254902,1.853588517
X198304_65,1.480976801,1.184461368,1.311594203,1,1
X198305_49,1.858823529,1.804373378,1.634763787,1.749145591,1.885030759
X198306_40,1.26984127,1.307018797,1.624148607,1.4,1.45
X198306_46,1.26984127,1.159691482,1.368421053,1,1.405228758
X198306_50,1.642002442,1.420881813,1,1,1.727472527
X198306_53,1.642002442,1.420881813,1.2,1,1.727472527
X198324_56,1.699923606,1.634364261,1.166666667,1,1
X198338_37,1,1.152825711,1.311594203,1.181818182,1
X198341_10,NA,NA,1.50877193,1.45,1.222222222
X198341_13,NA,NA,1.2,1.25,1
X198341_26,NA,NA,1,1.45,1.222222222
X198341_48,NA,NA,1.368421053,1.25,1
X198342_51,1,1.137735611,1.181818182,1,1.222222222
X198342_57,1.117647059,1.395737337,1.717234262,1.727472527,1.607142857
X198352_25,1.567277167,1.365182486,1.634763787,1.853588517,1.553921569
X198353_50,1.22459893,1.506848498,1.436758893,1.624148607,1.80861244
X198355_7,1,1.635962013,1,1,1
X198355_33,1,1.702719503,1,1,1
X198355_54,1,1.586273965,1,1,1
X198366_19,1.675606641,1.498758263,1.901656315,1.905882353,1.903622693
X198366_42,1.611713191,1.818113102,1.710615471,1.624148607,1.853588517
X198366_46,1.611713191,1.818113102,1.710615471,1.624148607,1.853588517
X198370_50,1.89993311,1.853178824,1.553921569,1.50877193,1
X198370_51,1.89993311,1.853178824,1.553921569,1.50877193,1
X198374_29,1,1.039215686,1.2,1,1
X198374_42,1.117647059,1.114175888,1.2,1,1.50877193
X198374_43,1.676125582,1.607084238,1.883384933,1.607142857,1.790299278
X198374_44,1.117647059,1.039215686,1,1,1.624148607
X198376_25,1.873943419,1.77084179,1.901656315,1.67254902,1.903622693
X198376_37,1,1.23149319,1.166666667,1.181818182,1
X198378_46,1.359605911,1.103157895,1,1.67254902,1
X198379_36,1.237903226,1.155795785,1,1.876373626,1
X198380_44,1.538222952,1.355618404,1.543948805,1.405228758,1.67254902
X198381_5,1.676529161,1.607084238,1.181818182,1,1
X198381_16,1.201991465,1,1.181818182,1,1.181818182
X198383_31,1,1.137735611,NA,NA,NA
X198387_34,1.105263158,1.080370292,1.166666667,1.624148607,1
X198388_38,1.894773159,1.838107538,1.917647059,1.911538462,1.915084915
X198388_61,1.831593928,1.881897237,1.908496732,1.911538462,1.915084915
X198389_22,1.583843159,1.473184205,1.822134387,1.368421053,1
X198390_65,1.125,1.260720777,1.222222222,1.505494505,1.764705882
X198392_28,1.125,1.207577519,1,1.2,1.337662338
X198394_17,1.846524357,1.528472637,1.581544771,1.666666667,1.80861244
X198397_46,1.430589544,1.211958969,1,1,1
X198405_59,1.831593928,1.837249604,1.543948805,1.93006993,1.790299278
X198410_68,1.252873563,1.260105806,1.181818182,1.337662338,1
X198411_11,1.864214047,1.658325308,NA,NA,NA
X198411_31,1,1.134649209,NA,NA,NA
X198411_43,1.864214047,1.634983362,NA,NA,NA
X198413_64,1.125,1.140966576,1,1,1.2
X198417_56,1.22459893,1.348315896,1.311594203,1.553921569,1.47012987
X198418_29,1.766344661,1.811268229,1.822134387,1.883384933,1.885030759
X198420_16,1,1.066666667,1.311594203,1.553921569,1
X198433_28,1.389508531,1.085523172,1.50877193,1.553921569,1.581544771
X198440_36,1.766344661,1.67857374,1.436758893,1.764705882,1.581544771
X198447_62,1.724512679,1.543670886,NA,NA,NA
X198453_48,1.181818182,1.388557753,1.181818182,1,1.45
X198453_68,1.673957621,1.884069948,1.903622693,1.624148607,1.911538462
X198456_54,1.480976801,1.244863983,1,1,1
X198458_21,1.822134387,1.41168399,1.553921569,1.405228758,1.25
X198463_30,1.465749936,1.561318613,1.166666667,1.553921569,1
X198463_41,1.651218063,1.695184205,1.886034256,1.876373626,1.717234262
X198463_58,1.651218063,1.695184205,1.886034256,1.876373626,1.717234262
X198465_15,1.105263158,1.042553191,1,1.222222222,1.47012987
X198479_34,1,1.042553191,1.337662338,1.337662338,1.47012987
X198479_60,1.777011494,1.815453414,1.80861244,1.749145591,1.885030759
X198480_37,1,1.04,1.166666667,1,1.337662338
X198490_7,1.212698413,1.039215686,1.368421053,1.25,1
X198490_62,1.212698413,1.039215686,1.368421053,1.25,1
X198491_62,1.909774436,1.603267265,NA,NA,NA
X198492_11,1.117647059,1,1.166666667,1,1.368421053
X198492_57,1.117647059,1.239995634,1,1,1
X198501_15,1.50877193,1.731892427,NA,NA,NA
X198503_46,1,1.208404047,1.311594203,1,1.47012987
X198503_65,1,1.159691482,1.311594203,1.505494505,1.47012987
X198505_62,1.47012987,1.49009324,NA,NA,NA
X198511_27,1,1.202741703,NA,NA,NA
X198511_64,1.436758893,1,NA,NA,NA
X198520_25,1.105263158,1.184660819,1.311594203,1,1
X198530_55,1.371713066,1.405189705,1.166666667,1.45,1.673957621
X198533_67,1.111111111,1,1.436758893,1,1.181818182
X198542_29,1,1.128873,1,1.50877193,1
X198547_10,1.305322129,1.19171825,1,1.405228758,1.337662338
X198547_30,1.779645191,1.62371134,1.903622693,1.880718954,1.47012987
X198562_30,1.465749936,1.831249163,1.181818182,1.505494505,1.505494505
X198562_31,1.465749936,1.829262959,1.181818182,1.505494505,1.505494505
X198569_32,1.875222816,1.850062915,1.581544771,1.405228758,1.47012987
X198583_11,1.117647059,1.246459318,1,1,1
X198583_31,1.117647059,1.307615537,1.311594203,1,1
X198590_24,1.117647059,1.218280652,1.581544771,1.368421053,1.790299278
X198593_45,1.382173382,1,NA,NA,NA
X198596_18,1.409047783,1.515394967,1.634763787,1.789210789,1.845201238
X198600_24,1.22459893,1.07726655,1.166666667,1.2,1
X198603_14,1.359605911,1.147904727,1.337662338,1,1
X198607_39,1.779645191,1.810076975,1.436758893,1.717234262,1.80861244
X198607_42,1.893795094,1.743801931,1.886034256,1.917647059,1.749145591
X198611_14,NA,NA,1.405228758,1.919191919,1.368421053
X198611_46,NA,NA,1.764705882,1.745454545,1.717234262
X198622_12,1.181818182,1.402477835,NA,NA,NA
X198622_15,1.337662338,1.402477835,NA,NA,NA
X198622_53,1.80861244,1.438079464,NA,NA,NA
X198622_54,1.80861244,1.438079464,NA,NA,NA
X198626_19,1.212698413,1.244863983,NA,NA,NA
X198634_8,1.181818182,1.164048228,1.311594203,1.764705882,1.624148607
X198636_12,1,1.235315876,NA,NA,NA
X198643_32,1.84029304,1.799726589,1.906832298,1.913312693,1.903622693
X198643_41,1.480976801,1.571058688,1.436758893,1.624148607,1.181818182
X198645_8,1.832374582,1.421822669,1.710615471,1.67032967,1.717234262
X198645_55,1.84029304,1.635962013,1.906832298,1.869130869,1.905882353
X198646_53,1.894773159,1.822470121,1.906832298,1.905882353,1.885030759
X198654_7,1,1.040816327,1.543948805,1.222222222,1
X198654_37,1.111111111,1.155795785,1,1,1
X198658_20,1.166666667,1.362672029,NA,NA,NA
X198658_64,1.311594203,1.404446067,NA,NA,NA
X198663_14,1.487752286,1.395737337,1.311594203,1.727472527,1
X198663_67,1.117647059,1.221298149,1.436758893,1.727472527,1.337662338
X198669_10,1.371713066,1.411991872,1.853588517,1.50877193,1.50877193
X198678_29,1,1.370995923,1.710615471,1.25,1.337662338
X198678_30,1.201991465,1.530758883,1.822134387,1.45,1.581544771
X198678_31,1.201991465,1.222305274,1.311594203,1.25,1.337662338
X198685_40,1.117647059,1.078787879,1.166666667,1,1
X198688_12,1.133333333,1.168924424,1.2,1.25,1
X198688_13,1.133333333,1.548978354,1,1,1.181818182
X198692_63,1,1.116388374,1.710615471,1.181818182,1.337662338
X198693_12,1.901656315,1.848629996,NA,NA,NA
X198693_47,1.772727273,1.599956935,NA,NA,NA
X198693_48,1.311594203,1,NA,NA,NA
X198693_49,1.772727273,1.605564264,NA,NA,NA
X198693_50,1.80861244,1.629050614,NA,NA,NA
X198693_68,1.311594203,1.071428571,NA,NA,NA
X198697_14,1.676529161,1.661836537,1.822134387,1.853588517,1.337662338
X198698_42,1.855528722,1.84593947,1.822134387,1.368421053,1.885030759
X198698_59,1.487752286,1.405189705,1,1,1
X198700_14,1,1.15888331,1.47012987,1.285714286,1.727472527
X198700_58,1,1.082017544,1,1.25,1.607142857
X198700_61,1.886034256,1.786720791,1.337662338,1.789210789,1.911538462
X198706_56,1.832374582,1.30980272,1.727472527,1.405228758,1.673957621
X198707_23,1.382173382,1.126166587,1,1,1.47012987
X198707_45,1,1.239995634,1,1,1
X198707_54,1,1.085523172,1,1.581544771,1
X198711_10,1.599331104,1.585778927,NA,NA,NA
X198721_27,1.26984127,1.560514486,NA,NA,NA
X198725_62,1.321524064,1.039215686,1.181818182,1,1
X198730_29,NA,NA,1.906832298,1.908496732,1.903622693
X198740_65,1,1.075802838,1.311594203,1.673957621,1.181818182
X198741_66,1.676125582,1.759182398,1.906832298,1.845201238,1.50877193
X198749_5,1.339516129,1.61505824,1.181818182,1,1.673957621
X198749_6,1.339516129,1.61505824,1.181818182,1,1.673957621
X198749_32,1.237903226,1.541806075,1.47012987,1.764705882,1.337662338
X198749_44,1.125,1.091381669,1.47012987,1.764705882,1.337662338
X198749_56,1.125,1.091381669,1.337662338,1.764705882,1
X198749_57,1.125,1.091381669,1.337662338,1.764705882,1
X198751_49,1.111111111,1.218280652,1,1,1
X198753_12,1.321524064,1.462014097,1.634763787,1.67254902,1.47012987
X198753_16,1.22459893,1.426281546,1,1,1
X198759_25,1.237903226,1,1.311594203,1,1
X198759_47,1.125,1,1.311594203,1,1
X198759_63,1.125,1.082017544,1.436758893,1.222222222,1.67254902
X198772_23,1.166666667,1.378250044,NA,NA,NA
X198772_31,1.436758893,1.401137054,NA,NA,NA
X198772_37,1.436758893,1.430707987,NA,NA,NA
X198772_41,1.543948805,1.568407506,NA,NA,NA
X198772_64,1.436758893,1.430707987,NA,NA,NA
X198773_14,1.201991465,1.147212147,1,1,1
X198773_19,1.201991465,1.075802838,1.166666667,1,1
X198773_44,1.201991465,1.075802838,1.166666667,1,1
X198773_50,1.75777281,1.810076975,1.710615471,1.80861244,1.47012987
X198776_37,1.212698413,1.078787879,1.166666667,1,1.47012987
X198776_38,1.212698413,1.078787879,1.166666667,1,1.47012987
X198778_10,1.510635452,1.597114278,NA,NA,NA
X198778_46,1.510635452,1.597114278,NA,NA,NA
X198779_7,NA,NA,1.368421053,1,1.285714286
X198779_28,NA,NA,1.368421053,1.789210789,1.505494505
X198779_59,NA,NA,1,1,1.285714286
X198786_40,1.894773159,1.76211905,1.634763787,1.845201238,1.673957621
X198786_50,1.894773159,1.76211905,1.634763787,1.845201238,1.673957621
X198788_22,1.822134387,1.769579896,NA,NA,NA
X198789_21,1.153846154,1.483780288,NA,NA,NA
X198789_45,1.153846154,1.435891112,NA,NA,NA
X198790_10,1.22459893,1.162095372,1,1.581544771,1.337662338
X198790_48,1.873943419,1.87996364,1.901656315,1.80861244,1.903622693
X198790_56,1.22459893,1.367204339,1.166666667,1,1
X198794_12,1,1,1,1,1.764705882
X198794_21,1,1.078787879,1.166666667,1.2,1.764705882
X198800_30,1,1.188123609,NA,NA,NA
X198804_58,1.750250278,1.286512228,1.710615471,1.80861244,1.47012987
X198805_67,1.702558398,1.768438272,NA,NA,NA
X198808_57,1,1,1.543948805,1,1.222222222
X198813_5,1.620816802,1.449600967,1.822134387,1.911538462,1.903622693
X198813_18,1.558176643,1.045454545,1.311594203,1,1.581544771
X198813_24,1.766344661,1.880082251,1.859683794,1.553921569,1.581544771
X198813_56,1.558176643,1.045454545,1.311594203,1,1.581544771
X198814_16,1,1.138961039,NA,NA,NA
X198814_48,1.407692308,1.262909418,NA,NA,NA
X198816_6,1.45444262,1.545838526,1.906832298,1.789210789,1.905882353
X198816_9,1,1,1.47012987,1.505494505,1.368421053
X198816_10,1,1,1.47012987,1.505494505,1.368421053
X198816_42,1,1.23149319,1.166666667,1.285714286,1
X198816_60,1.133333333,1.193349107,1.543948805,1.285714286,1.845201238
X198820_67,1.252873563,1.118414918,1.885030759,1.45,1
X198829_62,1.815544609,1.806305186,1.710615471,1.80861244,1.876373626
X198829_66,1.359605911,1.131697893,1.166666667,1.337662338,1
X198834_38,1.75777281,1.794094958,1.673957621,1.789210789,1.833333333
X198834_41,1.105263158,1.152825711,1.673957621,1,1.405228758
X198834_57,1.105263158,1.188123609,1,1,1
X198837_32,1.851501669,1.618023734,1.673957621,1.673957621,1.673957621
X198838_46,1.620816802,1.498758263,1,1,1
X198839_18,1.153846154,1.13430127,1,1.405228758,1
X198841_40,1.111111111,1.275337267,1,1,1
X198844_46,1.430589544,1.433791254,1.166666667,1.368421053,1.337662338
X198844_48,1.430589544,1.462014097,1.436758893,1.624148607,1.47012987
X198845_5,1.311594203,1.551248743,NA,NA,NA
X198845_17,1.311594203,1.091381669,NA,NA,NA
X198848_5,1.25,1.155559669,1.222222222,1.666666667,1.883384933
X198852_35,1,1.125859334,NA,NA,NA
X198855_24,1.409047783,1.418592487,1.543948805,1,1.903622693
X198857_11,1.558176643,1.305063863,NA,NA,NA
X198857_12,1.558176643,1.272473729,NA,NA,NA
X198858_10,1.117647059,1.140966576,NA,NA,NA
